Nome,Tipo Evento,Data,Horário Abertura,Classificação,Local,Cidade,URL Dados
3ª Lote - 13ª Edição One Day For Money,Cursos,12/06/2024,16:10,,"R. do Marisco, 80",Florianópolis,https://www.sympla.com.br/api/v1/search
Bloco do Eu Sozinho em Florianópolis/SC,,07/09/2024,01:00,,John Bull Floripa,Florianópolis,https://www.sympla.com.br/api/v1/search
ACROREVOLUÇAO SOLAR BRASIL,Cursos,14/06/2024,15:30,,"Servidão José Francisco Bardança Filho, 255",Florianópolis,https://www.sympla.com.br/api/v1/search
Imersão Affrodite: deixe o Amor entrar / Retiro Day-Night de 12 horas no autoconhecimento feminino,Cursos,16/06/2024,12:00,,Observatório Caminho do Meio,Florianópolis,https://www.sympla.com.br/api/v1/search
2ª Lote - 13ª Edição One Day For Money,Cursos,03/06/2024,18:21,,"R. do Marisco, 80",Florianópolis,https://www.sympla.com.br/api/v1/search
SEMINÁRIO RED UMBRELLA: EMPREENDER COM FILOSOFIA,Congressos,06/07/2024,11:30,,Recanto Champagnat,Florianópolis,https://www.sympla.com.br/api/v1/search
Curso de Energia Solar em Florianópolis dias 26/07 e 27/07/2024. Curso Instalador e Projetista Solar,Cursos,26/07/2024,11:45,,HZ COWORKING SPACE,Florianópolis,https://www.sympla.com.br/api/v1/search
Curso de Energia Solar em Florianópolis dias 23/08 e 24/08/2024. Curso Instalador e Projetista Solar,Cursos,23/08/2024,11:45,,HZ COWORKING SPACE,Florianópolis,https://www.sympla.com.br/api/v1/search
ARQUI + tecitura do ponto diferencial,Cursos,18/06/2024,12:30,,Criatividade Positiva,Florianópolis,https://www.sympla.com.br/api/v1/search
ARRAIÁ SOLIDÁRIO AMUCC,Baladas,07/07/2024,18:00,,ICSC- Iate Clube Veleiros da Ilha - Florianópolis,Florianópolis,https://www.sympla.com.br/api/v1/search
TURMA 2 - INTELIGÊNCIA ARTIFICIAL - APRENDA A USAR O CHATGPT E LEONARDO.AI,Cursos,27/06/2024,22:00,,EVENTO ONLINE VIA MEET DO GOOGLE,Florianópolis,https://www.sympla.com.br/api/v1/search
DIVERSITY,Baladas,16/06/2024,19:00,,Bar do Deca,Florianópolis,https://www.sympla.com.br/api/v1/search
Confraternização família Santos,Baladas,17/06/2024,13:30,,Casa,Florianópolis,https://www.sympla.com.br/api/v1/search
Darkroom - A Festa,Baladas,28/07/2024,02:00,,Florianópolis,Florianópolis,https://www.sympla.com.br/api/v1/search
Entre Elas - Ação solidária pelo RS,Congressos,19/06/2024,22:00,,"Rodovia Jornalista Maurício Sirotski Sobrinho, 5910",Florianópolis,https://www.sympla.com.br/api/v1/search
2º CONGRESSO DE MANICURES E NAIL DESIGNER,Congressos,10/11/2024,12:00,,Castelmar Hotel,Florianópolis,https://www.sympla.com.br/api/v1/search
App Avaliador Premiado 3.0 Paga Mesmo Funciona Onde Baixar,Cursos,02/03/2024,16:30,,Avaliador Premiado,Florianópolis,https://www.sympla.com.br/api/v1/search
Workshop Práticas Bioenergéticas,Cursos,20/07/2024,18:00,,"Av. Rio Branco, 380 - sala 602",Florianópolis,https://www.sympla.com.br/api/v1/search
ECOHOME/LIFE24,,28/06/2024,22:00,,Passeio Sapiens,Florianópolis,https://www.sympla.com.br/api/v1/search
Orquestra de Câmara de Blumenau - Projeto Caminhos da Música,Teatro,03/07/2024,23:00,,Teatro Ademir Rosa,Florianópolis,https://www.sympla.com.br/api/v1/search
VEIGH,,27/07/2024,17:00,,Parador 12 - P12,Florianópolis,https://www.sympla.com.br/api/v1/search
LITERATURA VIVA,,26/06/2024,21:00,,Rua Saldanha Marinho ,Florianópolis,https://www.sympla.com.br/api/v1/search
LITERATURA VIVA,,26/06/2024,19:00,,Rua Saldanha Marinho ,Florianópolis,https://www.sympla.com.br/api/v1/search
LITERATURA VIVA,,26/06/2024,23:00,,Rua Saldanha Marinho ,Florianópolis,https://www.sympla.com.br/api/v1/search
LITERATURA VIVA,,26/06/2024,17:00,,Rua Saldanha Marinho ,Florianópolis,https://www.sympla.com.br/api/v1/search
Esquenta Startup Summit: Opens Tecnologia + Sebrae SC,Cursos,18/06/2024,21:00,,Sebrae - Sede Administrativa Santa Catarina,Florianópolis,https://www.sympla.com.br/api/v1/search
CICLO DE PALESTRAS - LIDERENÇA INTERASSISTENCIAL,Congressos,15/08/2024,21:00,,Universidade Federal de Santa Catarina - UFSC - CENTRO SÓCIO-ECONÔMICO,Florianópolis,https://www.sympla.com.br/api/v1/search
Dança do ventre e Autoconhecimento,Cursos,06/07/2024,17:30,,Casa Múltiplas,Florianópolis,https://www.sympla.com.br/api/v1/search
SÓ PRA CONTRARIAR - ACÚSTICO 2  O ÚLTIMO ENCONTRO,,07/09/2024,17:00,,Parador 12 - P12,Florianópolis,https://www.sympla.com.br/api/v1/search
Festa Junina no Salazar,Baladas,16/06/2024,14:00,,Espaço Salazar,Florianópolis,https://www.sympla.com.br/api/v1/search
Espetáculo Solidário Pelo RS - Florianópolis,Teatro,22/06/2024,21:00,,Casa Vermelha Centro Cultural,Florianópolis,https://www.sympla.com.br/api/v1/search
CICLO DE PALESTRAS - SAÚDE CONSCIENCIAL,Congressos,04/07/2024,21:00,,Universidade Federal de Santa Catarina - UFSC - CENTRO SÓCIO-ECONÔMICO,Florianópolis,https://www.sympla.com.br/api/v1/search
Conscienciologia: A Ciência da Consciência,Cursos,27/08/2024,12:00,,Universidade Federal de Santa Catarina - UFSC - CENTRO SÓCIO-ECONÔMICO,Florianópolis,https://www.sympla.com.br/api/v1/search
"TRAP ALL BLACK COM ORUAM, TZ DA CORONEL, ITALO MELO E SPARK ",,29/06/2024,17:00,,Parador 12 - P12,Florianópolis,https://www.sympla.com.br/api/v1/search
Aniversário Desterro 29 Anos,Baladas,29/06/2024,21:00,,Wooden Tap Beer,Florianópolis,https://www.sympla.com.br/api/v1/search
Teoria e Prática da Reurbanização Extrafísica - Florianópolis,Cursos,29/06/2024,17:00,,"Av. Rio Branco, 380 - sala 602",Florianópolis,https://www.sympla.com.br/api/v1/search
Despertar Artístico _ ARTE ABSTRATA,Cursos,22/06/2024,13:00,,MERCADÃO DE COQUEIROS,Florianópolis,https://www.sympla.com.br/api/v1/search
Mini Kiki Ball Futball,Baladas,07/07/2024,21:00,,Célula Showcase,Florianópolis,https://www.sympla.com.br/api/v1/search
Hinode Arraial geek,,06/07/2024,17:00,,Condomínio Carvoeira,Florianópolis,https://www.sympla.com.br/api/v1/search
Festival Interlúdio,Baladas,21/06/2024,22:00,,Haôma Baixo Centro Bar,Florianópolis,https://www.sympla.com.br/api/v1/search
Alunos com TEA no âmbito escolar,Congressos,17/06/2024,12:00,,"Av. Gov. Ivo Silveira, 3775",Florianópolis,https://www.sympla.com.br/api/v1/search
FORMAÇÃO EM TERAPIA BENENZON - FLORIANÓPOLIS 2024 - Clínica Fogaça e Fundación Benenzon Argentina,Cursos,12/07/2024,12:00,,Clínica Fogaça Espaço Terapêutico,Florianópolis,https://www.sympla.com.br/api/v1/search
G20 YEA Leaders' Assembly event,,16/06/2024,15:30,,"R. Visc. de Cairú, 391",Florianópolis,https://www.sympla.com.br/api/v1/search
Meetup Pyladies Floripa - Junho,Congressos,21/06/2024,22:00,,Cheesecake Labs,Florianópolis,https://www.sympla.com.br/api/v1/search
Application: G20 Santa Catarina - entrepreneurial state by nature,Cursos,15/06/2024,16:00,,Florianópolis,Florianópolis,https://www.sympla.com.br/api/v1/search
Despertar Artístico _ ARTE ABSTRATA,Cursos,21/06/2024,18:00,,MERCADÃO DE COQUEIROS,Florianópolis,https://www.sympla.com.br/api/v1/search
360 Solar - Conectando a Energia Fotovoltaica Com o Futuro!,Congressos,07/11/2024,12:00,,CentroSul,Florianópolis,https://www.sympla.com.br/api/v1/search
EATECH Roadshow | Florianópolis,Congressos,26/06/2024,14:30,,Rancho Açoriano,Florianópolis,https://www.sympla.com.br/api/v1/search
CLA - COMMUNITY LEADER ACADEMY 2024,Cursos,17/08/2024,11:00,,Sebrae - Sede Administrativa Santa Catarina,Florianópolis,https://www.sympla.com.br/api/v1/search
Curso de Energia Solar em Florianópolis. Curso Instalador e Projetista Solar.,Cursos,01/08/2026,11:45,,HZ COWORKING SPACE,Florianópolis,https://www.sympla.com.br/api/v1/search
Masterclass Jobs To Be Done: Transformando Insights de Clientes em Resultados,Cursos,27/06/2024,21:00,,"Acate Primavera, sala 3",Florianópolis,https://www.sympla.com.br/api/v1/search
Hippo Gourmet Experience 2024,Cursos,03/08/2024,17:00,,Alameda Casa Rosa,Florianópolis,https://www.sympla.com.br/api/v1/search
Crie um Refúgio Aconchegante Transforme suas Paredes em Obras de Arte Exclusivas,Cursos,18/06/2024,19:00,,Local a definir,Florianópolis,https://www.sympla.com.br/api/v1/search
Crie um Refúgio Aconchegante Transforme suas Paredes em Obras de Arte Exclusivas,Cursos,18/06/2024,19:00,,Local a definir,Florianópolis,https://www.sympla.com.br/api/v1/search
Vegan Flash Tattoos 2x1 Promoção by Mystic,Baladas,16/06/2024,15:00,,"R. João Pachêco da Costa, 183",Florianópolis,https://www.sympla.com.br/api/v1/search
Reinauguração do B232 Coworking,Congressos,20/06/2024,21:30,,88034-460,Florianópolis,https://www.sympla.com.br/api/v1/search
Summit Solar 2024,Baladas,04/10/2024,12:00,,ACATE | Centro de Inovação,Florianópolis,https://www.sympla.com.br/api/v1/search
Sai que é baile 004,Baladas,22/06/2024,00:00,,Céu de Floripa,Florianópolis,https://www.sympla.com.br/api/v1/search
Abertura Oficial LUSCH Garden,,25/06/2024,11:00,,LUSCH Garden,Florianópolis,https://www.sympla.com.br/api/v1/search
Portal Solstício de Inverno,,21/06/2024,22:00,,Coletivo Flor da Vida,Florianópolis,https://www.sympla.com.br/api/v1/search
ELA.Ayurveda Imersivo Floripa,Cursos,22/06/2024,12:00,,Radda Inn Guest House,Florianópolis,https://www.sympla.com.br/api/v1/search
SÃO JOÃO JURERÊ,Baladas,22/06/2024,18:00,,Kings house,Florianópolis,https://www.sympla.com.br/api/v1/search
CriaCESUSC,Cursos,26/06/2024,22:00,,Faculdade Cesusc,Florianópolis,https://www.sympla.com.br/api/v1/search
Festa Junina,Baladas,29/06/2024,18:00,,Jurerê OPEN,Florianópolis,https://www.sympla.com.br/api/v1/search
Evento Dia Internacional do Yoga,Cursos,22/06/2024,12:00,,Espaço Casulo,Florianópolis,https://www.sympla.com.br/api/v1/search
Festival de Educação da Escola dos Sonhos 2024 - A educação está nas mãos de quem sonha,Shows,17/08/2024,11:00,,"Estrada Cristovão Machado de Campos, 1380",Florianópolis,https://www.sympla.com.br/api/v1/search
Festival Sul da Ilha Solidário - SOS RS,Shows,22/06/2024,17:00,,Kilariô Floripa,Florianópolis,https://www.sympla.com.br/api/v1/search
IMERSÃO 4Ps - Empresários de Elite,Cursos,29/06/2024,11:00,,Vila Fátima ,Florianópolis,https://www.sympla.com.br/api/v1/search
Workshop Vivencial Constelação Familiar,Cursos,04/06/2024,20:00,,Casa ,Florianópolis,https://www.sympla.com.br/api/v1/search
1ª FEIGEVUADA DO GRUPO ESCOTEIRO GARAPUVU,Congressos,07/07/2024,14:00,,"Rod. João Gualberto Soares, 4360",Florianópolis,https://www.sympla.com.br/api/v1/search
Seminário Prosperar,Congressos,06/07/2024,20:00,,Mais de Cristo Canasvieiras,Florianópolis,https://www.sympla.com.br/api/v1/search
PROTOCOLO GOLD SKIN 3D,Cursos,06/07/2024,16:00,,Florianópolis,Florianópolis,https://www.sympla.com.br/api/v1/search
